Kabupaten/Kota,kelompok,jenis,satuan,2018,2019,2020
Muara_Enim,Daging_Unggas,Ayam_Kampung,kg,391202.2,501240.0,533888.0
Lahat,Daging_Unggas,Ayam_Kampung,kg,0.0,0.0,0.0
Musi_Rawas,Daging_Unggas,Ayam_Kampung,kg,1452.0,3382.0,3603.0
Musi_Banyuasin,Daging_Unggas,Ayam_Kampung,kg,4348.74,0.0,0.0
Banyuasin,Daging_Unggas,Ayam_Kampung,kg,3955632.78,4646227.0,4948861.0
Ogan_Komering_Ulu_Selatan,Daging_Unggas,Ayam_Kampung,kg,5517.6,8457.0,9007.0
Ogan_Komering_Ulu_Timur,Daging_Unggas,Ayam_Kampung,kg,10890.0,19450.0,20716.0
Ogan_Ilir,Daging_Unggas,Ayam_Kampung,kg,64614.0,77799.0,82867.0
Empat_Lawang,Daging_Unggas,Ayam_Kampung,kg,14650.68,18704.0,19923.0
Pali,Daging_Unggas,Ayam_Kampung,kg,0.0,507.0,540.0
Musi_Rawas_Utara,Daging_Unggas,Ayam_Kampung,kg,0.0,0.0,0.0
Palembang,Daging_Unggas,Ayam_Kampung,kg,38674.02,46399.0,49421.0
Prabumulih,Daging_Unggas,Ayam_Kampung,kg,112530.0,136319.0,145198.0
Pagar_Alam,Daging_Unggas,Ayam_Kampung,kg,0.0,0.0,0.0
Lubuk_Linggau,Daging_Unggas,Ayam_Kampung,kg,0.0,0.0,0.0
Sumatera_Selatan,Daging_Unggas,Ayam_Kampung,kg,4644961.07,5514550.0,5873742.0
Ogan_Komering_Ulu,Daging_Unggas,Ayam_Petelur,kg,118562.48,250713.0,234948.0
Ogan_Komering_Ilir,Daging_Unggas,Ayam_Petelur,kg,1342544.34,2845050.0,2666159.0
Muara_Enim,Daging_Unggas,Ayam_Petelur,kg,12293898.11,28006022.0,26245055.0
Lahat,Daging_Unggas,Ayam_Petelur,kg,2971307.46,6338026.0,5939502.0
Musi_Rawas,Daging_Unggas,Ayam_Petelur,kg,2589160.86,5407577.0,5067559.0
Musi_Banyuasin,Daging_Unggas,Ayam_Petelur,kg,489370.93,1064136.0,997224.0
Banyuasin,Daging_Unggas,Ayam_Petelur,kg,13624362.31,28201002.0,26427775.0
Ogan_Komering_Ulu_Selatan,Daging_Unggas,Ayam_Petelur,kg,1119496.4,2695835.0,2526328.0
Ogan_Komering_Ulu_Timur,Daging_Unggas,Ayam_Petelur,kg,3357838.33,7166880.0,6716238.0
Ogan_Ilir,Daging_Unggas,Ayam_Petelur,kg,912519.74,1941002.0,1818955.0
Empat_Lawang,Daging_Unggas,Ayam_Petelur,kg,49273.46,145966.0,136788.0
Pali,Daging_Unggas,Ayam_Petelur,kg,2421236.4,5164682.0,4839936.0
Musi_Rawas_Utara,Daging_Unggas,Ayam_Petelur,kg,328634.68,681604.0,638746.0
Palembang,Daging_Unggas,Ayam_Petelur,kg,1411705.79,3011294.0,2821950.0
Prabumulih,Daging_Unggas,Ayam_Petelur,kg,985417.18,2122378.0,1988927.0
Pagar_Alam,Daging_Unggas,Ayam_Petelur,kg,222597.54,366634.0,343581.0
Lubuk_Linggau,Daging_Unggas,Ayam_Petelur,kg,185448.48,437966.0,410427.0
Sumatera_Selatan,Daging_Unggas,Ayam_Petelur,kg,44423374.5,95846767.0,89820098.0
Ogan_Komering_Ulu,Daging_Unggas,Ayam_Pedaging,kg,18002.0,18695.0,19015.0
Ogan_Komering_Ilir,Daging_Unggas,Ayam_Pedaging,kg,65040.15,62374.0,63620.0
Muara_Enim,Daging_Unggas,Ayam_Pedaging,kg,176660.96,181817.0,187261.0
Lahat,Daging_Unggas,Ayam_Pedaging,kg,89613.82,20978.0,20027.0
Musi_Rawas,Daging_Unggas,Ayam_Pedaging,kg,354182.4,358678.0,397320.0
Musi_Banyuasin,Daging_Unggas,Ayam_Pedaging,kg,57252.68,59804.0,62795.0
Banyuasin,Daging_Unggas,Ayam_Pedaging,kg,220240.15,253104.0,254024.0
Ogan_Komering_Ulu_Selatan,Daging_Unggas,Ayam_Pedaging,kg,62663.04,68112.0,90816.0
Ogan_Komering_Ulu_Timur,Daging_Unggas,Ayam_Pedaging,kg,171909.01,182050.0,209942.0
Ogan_Ilir,Daging_Unggas,Ayam_Pedaging,kg,641388.0,889543.0,898439.0
Empat_Lawang,Daging_Unggas,Ayam_Pedaging,kg,13005.99,13006.0,13098.0
Pali,Daging_Unggas,Ayam_Pedaging,kg,31649.38,30147.0,30650.0
Musi_Rawas_Utara,Daging_Unggas,Ayam_Pedaging,kg,48050.75,49754.0,52125.0
Palembang,Daging_Unggas,Ayam_Pedaging,kg,24924.45,10576.0,10682.0
Prabumulih,Daging_Unggas,Ayam_Pedaging,kg,13494.12,14724.0,15164.0
Pagar_Alam,Daging_Unggas,Ayam_Pedaging,kg,2253.37,946.0,1071.0
Lubuk_Linggau,Daging_Unggas,Ayam_Pedaging,kg,19122.44,18789.0,28198.0
Sumatera_Selatan,Daging_Unggas,Ayam_Pedaging,kg,2009452.71,2233097.0,2354247.0
