Kabupaten/Kota,kelompok,jenis,satuan,2018,2019,2020
Ogan_Komering_Ulu,Tanaman_Perkebunan,Lainnya,Ribu_Ton,43315.0,43315.0,68338.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Lainnya,Ribu_Ton,150895.4,143429.0,143429.0
Muara_Enim,Tanaman_Perkebunan,Lainnya,Ribu_Ton,167824.0,167656.0,169668.0
Lahat,Tanaman_Perkebunan,Lainnya,Ribu_Ton,26732.6,26195.0,26000.0
Musi_Rawas,Tanaman_Perkebunan,Lainnya,Ribu_Ton,124433.0,124433.0,125057.0
Musi_Banyuasin,Tanaman_Perkebunan,Lainnya,Ribu_Ton,160430.6,155303.0,213466.0
Banyuasin,Tanaman_Perkebunan,Lainnya,Ribu_Ton,113829.0,100281.0,103024.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Lainnya,Ribu_Ton,18969.2,3914.0,3812.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Lainnya,Ribu_Ton,37500.0,687.0,687.0
Ogan_Ilir,Tanaman_Perkebunan,Lainnya,Ribu_Ton,33206.0,33206.0,33206.0
Empat_Lawang,Tanaman_Perkebunan,Lainnya,Ribu_Ton,12479.0,4992.0,3743.0
Pali,Tanaman_Perkebunan,Lainnya,Ribu_Ton,80460.0,80460.0,68391.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Lainnya,Ribu_Ton,133076.0,0.0,141105.0
Palembang,Tanaman_Perkebunan,Lainnya,Ribu_Ton,550.0,550.0,541.0
Prabumulih,Tanaman_Perkebunan,Lainnya,Ribu_Ton,11787.0,11787.0,11512.0
Pagar_Alam,Tanaman_Perkebunan,Lainnya,Ribu_Ton,520.0,520.0,515.0
Lubuk_Linggau,Tanaman_Perkebunan,Lainnya,Ribu_Ton,9049.4,9061.0,9109.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Karet,Ribu_Ton,196.0,196.0,274.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Karet,Ribu_Ton,1156.0,1425.0,1384.0
Muara_Enim,Tanaman_Perkebunan,Karet,Ribu_Ton,1176.0,1174.0,1174.0
Lahat,Tanaman_Perkebunan,Karet,Ribu_Ton,325.0,315.0,325.0
Musi_Rawas,Tanaman_Perkebunan,Karet,Ribu_Ton,1766.0,1807.0,1800.0
Musi_Banyuasin,Tanaman_Perkebunan,Karet,Ribu_Ton,3171.0,3243.0,3276.0
Banyuasin,Tanaman_Perkebunan,Karet,Ribu_Ton,44248.0,44248.0,46496.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Karet,Ribu_Ton,923.0,928.0,809.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Karet,Ribu_Ton,3246.0,886.0,886.0
Ogan_Ilir,Tanaman_Perkebunan,Karet,Ribu_Ton,262.0,261.0,261.0
Empat_Lawang,Tanaman_Perkebunan,Karet,Ribu_Ton,124.0,124.0,124.0
Pali,Tanaman_Perkebunan,Karet,Ribu_Ton,301.0,301.0,301.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Karet,Ribu_Ton,360.0,360.0,360.0
Palembang,Tanaman_Perkebunan,Karet,Ribu_Ton,14.8,13.0,11.0
Prabumulih,Tanaman_Perkebunan,Karet,Ribu_Ton,36.0,37.0,37.0
Pagar_Alam,Tanaman_Perkebunan,Karet,Ribu_Ton,4.0,4.0,5.0
Lubuk_Linggau,Tanaman_Perkebunan,Karet,Ribu_Ton,24.0,45.0,47.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Kelapa,Ribu_Ton,115828.0,113200.0,113592.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Kelapa,Ribu_Ton,737305.0,543452.0,412720.0
Muara_Enim,Tanaman_Perkebunan,Kelapa,Ribu_Ton,267048.0,221994.0,222054.0
Lahat,Tanaman_Perkebunan,Kelapa,Ribu_Ton,188525.0,165105.0,165105.0
Musi_Rawas,Tanaman_Perkebunan,Kelapa,Ribu_Ton,513780.0,418345.0,419051.0
Musi_Banyuasin,Tanaman_Perkebunan,Kelapa,Ribu_Ton,1694823.0,1263030.0,939384.0
Banyuasin,Tanaman_Perkebunan,Kelapa,Ribu_Ton,610572.0,563702.0,568893.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Kelapa,Ribu_Ton,276.0,138.0,158.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Kelapa,Ribu_Ton,89965.0,79078.0,50893.0
Ogan_Ilir,Tanaman_Perkebunan,Kelapa,Ribu_Ton,35771.0,28948.0,28948.0
Empat_Lawang,Tanaman_Perkebunan,Kelapa,Ribu_Ton,37094.5,27044.0,6538.0
Pali,Tanaman_Perkebunan,Kelapa,Ribu_Ton,119111.0,118751.0,118751.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Kelapa,Ribu_Ton,319593.0,281873.0,283606.0
Palembang,Tanaman_Perkebunan,Kelapa,Ribu_Ton,548.0,274.0,274.0
Prabumulih,Tanaman_Perkebunan,Kelapa,Ribu_Ton,3184.0,1592.0,1592.0
Pagar_Alam,Tanaman_Perkebunan,Kelapa,Ribu_Ton,0.0,0.0,30.0
Lubuk_Linggau,Tanaman_Perkebunan,Kelapa,Ribu_Ton,516.0,258.0,287.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,15812.0,15812.0,20709.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,347.0,335.0,331.0
Muara_Enim,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,25623.0,26038.0,26309.0
Lahat,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,21601.0,18625.0,21600.0
Musi_Rawas,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,2585.0,2539.0,2629.0
Musi_Banyuasin,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,5.0,2.0,0.0
Banyuasin,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,724.0,724.0,724.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,48523.0,49180.0,49458.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,2098.0,2042.0,2042.0
Ogan_Ilir,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,0.0,0.0,0.0
Empat_Lawang,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,44841.0,53592.0,53592.0
Pali,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,0.0,0.0,0.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,180.0,184.0,184.0
Palembang,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,0.0,0.0,0.0
Prabumulih,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,0.0,0.0,0.0
Pagar_Alam,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,21459.0,11500.0,12782.0
Lubuk_Linggau,Tanaman_Perkebunan,Kelapa_Sawit,Ribu_Ton,368.0,721.0,721.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Kopi,Ribu_Ton,329.0,329.0,0.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Kopi,Ribu_Ton,9.0,9.0,0.0
Muara_Enim,Tanaman_Perkebunan,Kopi,Ribu_Ton,551.0,551.0,0.0
Lahat,Tanaman_Perkebunan,Kopi,Ribu_Ton,135.0,130.0,0.0
Musi_Rawas,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Musi_Banyuasin,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Banyuasin,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Kopi,Ribu_Ton,2720.0,2720.0,0.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Kopi,Ribu_Ton,2379.0,2983.0,0.0
Ogan_Ilir,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Empat_Lawang,Tanaman_Perkebunan,Kopi,Ribu_Ton,1873.0,1873.0,0.0
Pali,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Palembang,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Prabumulih,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Pagar_Alam,Tanaman_Perkebunan,Kopi,Ribu_Ton,112.0,82.0,0.0
Lubuk_Linggau,Tanaman_Perkebunan,Kopi,Ribu_Ton,0.0,0.0,0.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Lada,Ribu_Ton,52.0,0.0,44.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Lada,Ribu_Ton,58.0,58.0,92.0
Muara_Enim,Tanaman_Perkebunan,Lada,Ribu_Ton,99.0,99.0,99.0
Lahat,Tanaman_Perkebunan,Lada,Ribu_Ton,2280.0,2105.0,2105.0
Musi_Rawas,Tanaman_Perkebunan,Lada,Ribu_Ton,114.0,118.0,138.0
Musi_Banyuasin,Tanaman_Perkebunan,Lada,Ribu_Ton,3.0,3.0,4.0
Banyuasin,Tanaman_Perkebunan,Lada,Ribu_Ton,36.0,37.0,37.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Lada,Ribu_Ton,631.0,634.0,563.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Lada,Ribu_Ton,427.0,426.0,426.0
Ogan_Ilir,Tanaman_Perkebunan,Lada,Ribu_Ton,0.0,0.0,0.0
Empat_Lawang,Tanaman_Perkebunan,Lada,Ribu_Ton,250.0,222.0,340.0
Pali,Tanaman_Perkebunan,Lada,Ribu_Ton,0.0,0.0,0.0
Musi_Rawas_Utara,Tanaman_Perkebunan,Lada,Ribu_Ton,21.0,25.0,25.0
Palembang,Tanaman_Perkebunan,Lada,Ribu_Ton,0.0,0.0,0.0
Prabumulih,Tanaman_Perkebunan,Lada,Ribu_Ton,0.0,0.0,0.0
Pagar_Alam,Tanaman_Perkebunan,Lada,Ribu_Ton,133.0,216.0,294.0
Lubuk_Linggau,Tanaman_Perkebunan,Lada,Ribu_Ton,0.0,0.0,0.0
Ogan_Komering_Ulu,Tanaman_Perkebunan,Kakao,Ribu_Ton,236.0,236.0,0.0
Ogan_Komering_Ilir,Tanaman_Perkebunan,Kakao,Ribu_Ton,67.0,67.0,0.0
Muara_Enim,Tanaman_Perkebunan,Kakao,Ribu_Ton,62.0,60.0,0.0
Lahat,Tanaman_Perkebunan,Kakao,Ribu_Ton,23.0,17.0,17.0
Musi_Rawas,Tanaman_Perkebunan,Kakao,Ribu_Ton,98.0,96.0,0.0
Musi_Banyuasin,Tanaman_Perkebunan,Kakao,Ribu_Ton,270.0,270.0,0.0
Banyuasin,Tanaman_Perkebunan,Kakao,Ribu_Ton,0.0,0.0,0.0
Ogan_Komering_Ulu_Selatan,Tanaman_Perkebunan,Kakao,Ribu_Ton,713.0,535.0,51.0
Ogan_Komering_Ulu_Timur,Tanaman_Perkebunan,Kakao,Ribu_Ton,16395.18,16084.0,15780.0
Ogan_Ilir,Tanaman_Perkebunan,Kakao,Ribu_Ton,62991.52,75209.0,62345.0
Empat_Lawang,Tanaman_Perkebunan,Kakao,Ribu_Ton,2288.23,2288.23,0.0
Pali,Tanaman_Perkebunan,Kakao,Ribu_Ton,1.0,0.0,0.0
